"14400,0,0,0",,,,
"15088,0,0,0",,,,
"3042,0,0,0",,,,
"4340,0,0,0",,,,
"12045,0,0,0",,,,
"2340,0,0,0",,,,
"5022,0,0,0",,,,
"13650,0,0,0",,,,
"15521,0,0,0",,,,
"15876,0,0,0",,,,
"16684,0,0,0",,,,
"17139,0,0,0",,,,
"12375,0,0,0",,,,
"13667,0,0,0",,,,
"7670,0,0,0",,,,
"3146,0,0,0",,,,
"7366,0,0,0",,,,
"5130,0,0,0",,,,
"7296,0,0,0",,,,
"7134,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
,,,,
RUN,SUCCESSFUL,(total,time:,41s)
